icb_ons_code,appointment_month,appointment_status,hcp_type,appointment_mode,time_between_book_and_appointment,count_of_appointments
E54000026,4-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,179
E54000008,9-20,DNA,Other Practice staff,Telephone,8  to 14 Days,39
E54000015,8-21,Unknown,GP,Video/Online,1 Day,1
E54000010,4-22,Attended,GP,Home Visit,1 Day,17
E54000044,12-20,Attended,GP,Face-to-Face,22  to 28 Days,306
E54000039,11-20,Unknown,Unknown,Face-to-Face,Same Day,166
E54000048,10-21,Attended,Unknown,Telephone,1 Day,70
E54000011,4-22,Unknown,Other Practice staff,Face-to-Face,1 Day,76
E54000010,12-20,Unknown,Other Practice staff,Face-to-Face,1 Day,51
E54000018,2-20,Attended,Other Practice staff,Home Visit,More than 28 Days,39
E54000050,2-22,Unknown,Unknown,Face-to-Face,15  to 21 Days,2
E54000027,5-20,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,14
E54000051,8-21,Attended,Other Practice staff,Telephone,22  to 28 Days,101
E54000024,2-20,Attended,GP,Video/Online,1 Day,631
E54000057,6-20,Unknown,GP,Telephone,8  to 14 Days,47
E54000057,3-22,Unknown,Unknown,Home Visit,15  to 21 Days,1
E54000008,6-20,Attended,GP,Home Visit,1 Day,7
E54000036,11-21,DNA,Other Practice staff,Video/Online,1 Day,1
E54000051,7-20,Attended,Unknown,Unknown,2 to 7 Days,158
E54000008,12-21,DNA,Other Practice staff,Telephone,More than 28 Days,32
E54000010,3-21,Unknown,Unknown,Telephone,1 Day,5
E54000060,1-21,Unknown,GP,Video/Online,15  to 21 Days,6
E54000057,3-22,Unknown,GP,Face-to-Face,2 to 7 Days,708
E54000050,7-21,DNA,GP,Telephone,1 Day,21
E54000028,8-21,DNA,GP,Home Visit,2 to 7 Days,2
E54000044,3-20,Unknown,Unknown,Telephone,More than 28 Days,3
E54000044,3-20,DNA,GP,Unknown,1 Day,61
E54000015,5-21,Attended,GP,Telephone,2 to 7 Days,5261
E54000026,2-20,Unknown,Other Practice staff,Telephone,22  to 28 Days,2
E54000023,11-21,DNA,Other Practice staff,Telephone,Same Day,66
E54000051,12-20,Attended,Unknown,Unknown,22  to 28 Days,23
E54000048,3-21,DNA,GP,Telephone,15  to 21 Days,21
E54000048,10-20,Attended,GP,Home Visit,15  to 21 Days,1
E54000015,12-20,DNA,GP,Face-to-Face,1 Day,74
E54000036,3-20,DNA,Other Practice staff,Telephone,8  to 14 Days,106
E54000051,2-21,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,2966
E54000041,4-21,DNA,Other Practice staff,Video/Online,More than 28 Days,6
E54000051,9-20,DNA,GP,Telephone,2 to 7 Days,37
E54000025,6-22,Attended,GP,Unknown,22  to 28 Days,112
E54000026,10-21,DNA,GP,Video/Online,8  to 14 Days,1
E54000015,7-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,177
E54000038,9-21,Unknown,Other Practice staff,Home Visit,22  to 28 Days,6
E54000026,2-20,Attended,GP,Home Visit,1 Day,1
E54000032,2-21,Attended,GP,Home Visit,Unknown / Data Quality,1
E54000029,1-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,348
E54000061,12-20,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,80
E54000025,7-20,Unknown,GP,Video/Online,1 Day,2
E54000022,2-20,Unknown,GP,Face-to-Face,15  to 21 Days,952
E54000053,3-20,DNA,Unknown,Unknown,1 Day,21
E54000052,7-21,Attended,GP,Face-to-Face,Same Day,68570
E54000057,7-21,Attended,Other Practice staff,Video/Online,1 Day,1
E54000044,6-22,Unknown,Other Practice staff,Face-to-Face,22  to 28 Days,343
E54000044,2-22,Attended,Unknown,Unknown,Same Day,53
E54000026,3-22,Unknown,GP,Telephone,Same Day,22
E54000043,4-21,Unknown,GP,Home Visit,Unknown / Data Quality,2
E54000040,3-20,Unknown,GP,Home Visit,22  to 28 Days,2
E54000054,12-21,Attended,Unknown,Unknown,Same Day,4147
E54000050,11-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,50
E54000029,10-20,Attended,GP,Video/Online,8  to 14 Days,38
E54000050,1-20,Attended,GP,Video/Online,22  to 28 Days,111
E54000008,7-20,Attended,Other Practice staff,Telephone,More than 28 Days,81
E54000025,9-21,Unknown,GP,Telephone,22  to 28 Days,92
E54000057,10-21,Unknown,Other Practice staff,Video/Online,8  to 14 Days,4
E54000061,2-21,Unknown,Other Practice staff,Telephone,Same Day,143
E54000050,6-21,Attended,Unknown,Home Visit,1 Day,22
E54000061,9-20,Unknown,Other Practice staff,Telephone,More than 28 Days,46
E54000010,6-22,DNA,GP,Face-to-Face,8  to 14 Days,114
E54000013,4-21,Attended,Unknown,Unknown,Same Day,6227
E54000039,3-22,DNA,Other Practice staff,Unknown,22  to 28 Days,3
E54000026,12-21,Attended,Other Practice staff,Face-to-Face,1 Day,3119
E54000026,4-21,Attended,GP,Face-to-Face,1 Day,3031
E54000015,5-20,Attended,Other Practice staff,Unknown,8  to 14 Days,100
E54000022,5-22,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,21461
E54000022,5-21,Unknown,Other Practice staff,Telephone,More than 28 Days,163
E54000057,1-22,Attended,GP,Telephone,More than 28 Days,480
E54000053,4-20,Attended,GP,Video/Online,Same Day,94
E54000013,11-20,Attended,Other Practice staff,Face-to-Face,Same Day,33152
E54000030,3-20,Attended,Other Practice staff,Telephone,More than 28 Days,526
E54000054,10-20,DNA,GP,Face-to-Face,22  to 28 Days,169
E54000048,4-22,Unknown,Unknown,Face-to-Face,2 to 7 Days,3
E54000015,6-20,Attended,GP,Face-to-Face,2 to 7 Days,4075
E54000008,11-20,DNA,GP,Telephone,1 Day,255
E54000037,6-21,DNA,Other Practice staff,Home Visit,Same Day,19
E54000022,6-21,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,1703
E54000050,4-20,Unknown,Other Practice staff,Face-to-Face,22  to 28 Days,1706
E54000055,6-20,Unknown,Unknown,Telephone,22  to 28 Days,8
E54000043,12-21,DNA,GP,Telephone,Same Day,133
E54000048,3-20,Unknown,GP,Face-to-Face,Same Day,109
E54000054,11-20,DNA,GP,Telephone,22  to 28 Days,7
E54000057,1-20,Unknown,Unknown,Home Visit,15  to 21 Days,4
E54000032,2-20,Attended,Unknown,Telephone,8  to 14 Days,5
E54000026,7-20,DNA,GP,Face-to-Face,8  to 14 Days,17
E54000057,3-22,Unknown,GP,Face-to-Face,Same Day,399
E54000019,9-20,Unknown,Unknown,Face-to-Face,Same Day,1798
E54000048,5-20,Unknown,Other Practice staff,Home Visit,Unknown / Data Quality,2
E54000053,9-20,Attended,Other Practice staff,Video/Online,2 to 7 Days,74
E54000051,6-20,Attended,Other Practice staff,Video/Online,8  to 14 Days,73
E54000057,10-21,DNA,Other Practice staff,Telephone,15  to 21 Days,15
E54000030,8-21,Unknown,GP,Video/Online,2 to 7 Days,12
E54000025,5-22,Unknown,Other Practice staff,Telephone,2 to 7 Days,225
E54000042,6-20,Attended,Unknown,Face-to-Face,22  to 28 Days,4
E54000062,4-21,Attended,GP,Video/Online,Unknown / Data Quality,5
E54000048,11-21,Attended,GP,Telephone,15  to 21 Days,546
E54000054,4-21,Attended,Other Practice staff,Home Visit,Same Day,6
E54000023,4-20,Attended,Other Practice staff,Telephone,Unknown / Data Quality,3
E54000056,12-20,Unknown,Other Practice staff,Home Visit,22  to 28 Days,1
E54000061,4-21,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,8
E54000043,9-21,Attended,Other Practice staff,Unknown,Same Day,4
E54000041,8-20,Unknown,Other Practice staff,Telephone,22  to 28 Days,101
E54000036,2-20,DNA,GP,Face-to-Face,8  to 14 Days,795
E54000054,11-20,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,269
E54000053,3-22,DNA,GP,Telephone,2 to 7 Days,105
E54000039,12-20,Unknown,Other Practice staff,Home Visit,More than 28 Days,67
E54000054,12-21,Unknown,Other Practice staff,Home Visit,2 to 7 Days,54
E54000056,4-21,Unknown,GP,Face-to-Face,15  to 21 Days,194
E54000051,9-20,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,873
E54000052,2-20,DNA,Other Practice staff,Unknown,Same Day,22
E54000053,4-20,Unknown,GP,Video/Online,2 to 7 Days,1
E54000050,2-20,Attended,Unknown,Face-to-Face,15  to 21 Days,7
E54000050,11-20,Attended,GP,Telephone,15  to 21 Days,756
E54000008,10-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,2
E54000042,10-21,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,1112
E54000025,3-21,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,90
E54000023,1-20,DNA,GP,Face-to-Face,1 Day,114
E54000057,9-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,554
E54000008,1-20,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,188
E54000015,1-22,Unknown,Other Practice staff,Telephone,2 to 7 Days,126
E54000060,5-21,Attended,Other Practice staff,Telephone,Unknown / Data Quality,8
E54000026,7-21,Unknown,GP,Face-to-Face,Unknown / Data Quality,1
E54000050,6-20,DNA,GP,Face-to-Face,22  to 28 Days,5
E54000042,4-21,Unknown,GP,Telephone,More than 28 Days,1
E54000057,1-20,Attended,GP,Home Visit,15  to 21 Days,1
E54000057,4-21,Unknown,Other Practice staff,Face-to-Face,Same Day,56
E54000039,9-21,Unknown,Unknown,Telephone,Same Day,169
E54000061,11-21,Unknown,GP,Telephone,22  to 28 Days,15
E54000050,7-20,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,1
E54000015,2-21,Attended,Unknown,Unknown,8  to 14 Days,345
E54000026,3-20,DNA,GP,Face-to-Face,2 to 7 Days,281
E54000041,11-20,Unknown,Other Practice staff,Video/Online,8  to 14 Days,5
E54000038,1-21,Attended,GP,Video/Online,22  to 28 Days,1
E54000054,4-21,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,7029
E54000010,3-20,Unknown,GP,Face-to-Face,Same Day,82
E54000050,5-22,Unknown,Unknown,Unknown,More than 28 Days,11
E54000027,5-21,DNA,GP,Home Visit,1 Day,10
E54000057,7-20,Unknown,GP,Unknown,More than 28 Days,236
E54000015,6-20,DNA,Other Practice staff,Telephone,15  to 21 Days,4
E54000054,1-22,Attended,Other Practice staff,Home Visit,8  to 14 Days,72
E54000010,5-21,DNA,Other Practice staff,Telephone,22  to 28 Days,9
E54000051,5-21,Attended,Unknown,Telephone,Same Day,534
E54000055,7-21,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,1205
E54000048,6-20,Unknown,Unknown,Face-to-Face,More than 28 Days,1
E54000061,12-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,65
E54000053,11-20,Unknown,GP,Face-to-Face,22  to 28 Days,80
E54000051,9-21,Attended,Other Practice staff,Telephone,Same Day,7434
E54000050,5-20,Attended,GP,Home Visit,2 to 7 Days,11
E54000052,6-21,DNA,Other Practice staff,Telephone,More than 28 Days,37
E54000054,3-21,Unknown,GP,Face-to-Face,15  to 21 Days,37
E54000030,5-21,Attended,Other Practice staff,Home Visit,Same Day,158
E54000031,6-22,Attended,Unknown,Face-to-Face,22  to 28 Days,7
E54000062,1-21,Attended,Other Practice staff,Home Visit,More than 28 Days,13
E54000052,1-22,Unknown,GP,Telephone,2 to 7 Days,840
E54000057,10-20,Attended,GP,Unknown,8  to 14 Days,243
E54000051,5-22,Unknown,Other Practice staff,Home Visit,15  to 21 Days,2
E54000053,3-21,DNA,GP,Face-to-Face,1 Day,275
E54000010,10-20,Attended,Other Practice staff,Home Visit,Same Day,164
E54000048,10-21,Unknown,Unknown,Telephone,1 Day,9
E54000048,9-20,Unknown,Unknown,Face-to-Face,Unknown / Data Quality,2
E54000057,4-22,Attended,GP,Home Visit,Same Day,189
E54000059,2-21,Unknown,Other Practice staff,Telephone,2 to 7 Days,372
E54000059,11-21,DNA,Unknown,Unknown,22  to 28 Days,20
E54000057,2-20,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,3942
E54000061,1-21,DNA,Unknown,Unknown,2 to 7 Days,11
E54000050,2-20,Attended,Unknown,Face-to-Face,15  to 21 Days,3
E54000057,9-20,Attended,Unknown,Telephone,1 Day,172
E54000055,2-22,Unknown,GP,Unknown,22  to 28 Days,3
E54000061,11-20,Unknown,GP,Home Visit,1 Day,1
E54000051,8-21,Attended,GP,Video/Online,More than 28 Days,1
E54000044,5-20,Attended,Other Practice staff,Telephone,15  to 21 Days,193
E54000042,12-21,DNA,GP,Face-to-Face,1 Day,79
E54000029,11-20,Attended,Unknown,Unknown,More than 28 Days,7
E54000034,1-20,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,29126
E54000057,8-20,Attended,GP,Unknown,8  to 14 Days,136
E54000061,3-20,Attended,GP,Telephone,More than 28 Days,610
E54000023,6-22,DNA,Other Practice staff,Telephone,15  to 21 Days,13
E54000010,7-21,DNA,GP,Video/Online,15  to 21 Days,1
E54000048,2-20,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,3470
E54000059,7-21,Attended,Unknown,Telephone,2 to 7 Days,18
E54000025,5-22,DNA,GP,Face-to-Face,Same Day,206
E54000028,10-21,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,1123
E54000053,8-21,Attended,GP,Telephone,22  to 28 Days,2442
E54000042,7-20,DNA,Unknown,Unknown,1 Day,12
E54000032,4-21,DNA,GP,Telephone,22  to 28 Days,96
E54000053,1-22,Unknown,Unknown,Telephone,1 Day,6
E54000057,1-20,Attended,Unknown,Telephone,Same Day,177
E54000019,11-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,3352
E54000059,5-22,Unknown,Other Practice staff,Telephone,22  to 28 Days,73
E54000048,10-21,DNA,GP,Telephone,22  to 28 Days,4
E54000050,8-20,Attended,Other Practice staff,Face-to-Face,1 Day,3727
E54000041,2-20,Attended,GP,Telephone,Unknown / Data Quality,1
E54000040,3-21,Attended,GP,Face-to-Face,Same Day,56896
E54000050,3-21,Attended,GP,Face-to-Face,More than 28 Days,208
E54000048,9-21,Unknown,GP,Home Visit,15  to 21 Days,1
E54000026,2-21,DNA,Unknown,Unknown,2 to 7 Days,11
E54000024,5-21,Unknown,GP,Telephone,1 Day,136
E54000008,3-21,Unknown,GP,Telephone,8  to 14 Days,18
E54000028,5-21,Unknown,GP,Video/Online,8  to 14 Days,2
E54000057,12-21,DNA,GP,Unknown,22  to 28 Days,2
E54000051,6-22,Attended,Unknown,Face-to-Face,22  to 28 Days,1
E54000050,1-20,Unknown,Unknown,Home Visit,2 to 7 Days,15
E54000057,1-22,DNA,GP,Telephone,1 Day,63
E54000023,4-21,Unknown,Other Practice staff,Telephone,2 to 7 Days,126
E54000061,10-21,DNA,Other Practice staff,Video/Online,Same Day,1
E54000057,9-20,DNA,Unknown,Face-to-Face,More than 28 Days,5
E54000056,1-22,DNA,GP,Unknown,22  to 28 Days,2
E54000044,3-20,Attended,Other Practice staff,Unknown,22  to 28 Days,235
E54000050,7-20,Unknown,Other Practice staff,Telephone,8  to 14 Days,365
E54000029,3-20,Attended,GP,Unknown,8  to 14 Days,290
E54000057,6-21,DNA,Other Practice staff,Telephone,22  to 28 Days,39
E54000025,8-20,Attended,Unknown,Face-to-Face,2 to 7 Days,161
E54000048,7-21,DNA,Unknown,Face-to-Face,Same Day,37
E54000051,11-21,DNA,Other Practice staff,Home Visit,15  to 21 Days,1
E54000011,12-20,Unknown,Unknown,Face-to-Face,Same Day,147
E54000015,11-20,Attended,Unknown,Unknown,8  to 14 Days,993
E54000057,6-20,DNA,Other Practice staff,Telephone,2 to 7 Days,163
E54000050,2-22,Attended,Unknown,Face-to-Face,22  to 28 Days,49
E54000008,6-20,DNA,GP,Face-to-Face,2 to 7 Days,49
E54000008,10-20,Unknown,Unknown,Home Visit,1 Day,54
E54000039,5-20,Attended,Unknown,Home Visit,2 to 7 Days,20
E54000043,11-20,Attended,GP,Home Visit,15  to 21 Days,4
E54000053,4-22,Unknown,Unknown,Unknown,1 Day,4
E54000044,5-20,DNA,Other Practice staff,Unknown,1 Day,8
E54000051,12-20,Attended,Other Practice staff,Home Visit,2 to 7 Days,3
E54000025,5-22,DNA,Unknown,Telephone,Same Day,3
E54000010,12-20,Unknown,GP,Face-to-Face,Unknown / Data Quality,44
E54000010,3-22,Unknown,GP,Video/Online,Same Day,1
E54000008,2-22,Attended,Other Practice staff,Telephone,2 to 7 Days,822
E54000038,2-22,DNA,Unknown,Telephone,1 Day,2
E54000051,11-21,Attended,Unknown,Home Visit,2 to 7 Days,6
E54000026,6-20,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,73
E54000027,3-20,Unknown,Unknown,Unknown,2 to 7 Days,505
E54000010,6-21,Attended,Other Practice staff,Telephone,Unknown / Data Quality,2
E54000061,5-21,DNA,GP,Face-to-Face,More than 28 Days,100
E54000051,1-21,Unknown,Other Practice staff,Face-to-Face,Same Day,136
E54000032,2-22,Attended,GP,Telephone,15  to 21 Days,8458
E54000015,11-21,DNA,Unknown,Face-to-Face,8  to 14 Days,3
E54000024,5-20,Unknown,Unknown,Unknown,Same Day,153
E54000060,9-21,Attended,GP,Video/Online,8  to 14 Days,450
E54000008,3-22,Unknown,GP,Face-to-Face,22  to 28 Days,142
E54000044,2-22,Attended,GP,Face-to-Face,2 to 7 Days,13656
E54000011,4-22,Attended,GP,Unknown,22  to 28 Days,4
E54000027,3-20,DNA,Other Practice staff,Video/Online,8  to 14 Days,41
E54000032,12-20,Unknown,GP,Video/Online,8  to 14 Days,1
E54000057,5-22,Unknown,Other Practice staff,Home Visit,8  to 14 Days,21
E54000050,12-21,Unknown,GP,Telephone,Same Day,207
E54000053,10-20,Unknown,GP,Face-to-Face,1 Day,291
E54000023,1-22,DNA,GP,Video/Online,Same Day,1
E54000057,3-22,DNA,Unknown,Telephone,Same Day,8
E54000025,8-21,DNA,Other Practice staff,Telephone,Same Day,23
E54000013,1-20,DNA,GP,Telephone,15  to 21 Days,1
E54000023,11-21,Unknown,Other Practice staff,Video/Online,15  to 21 Days,13
E54000061,9-21,Attended,Other Practice staff,Telephone,Same Day,4346
E54000051,2-20,Unknown,Other Practice staff,Video/Online,1 Day,1
E54000032,12-20,Unknown,GP,Unknown,8  to 14 Days,385
E54000054,5-21,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,1973
E54000050,12-21,Unknown,GP,Face-to-Face,Same Day,254
E54000026,1-21,DNA,Unknown,Unknown,2 to 7 Days,15
E54000010,1-21,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,160
E54000015,4-22,Attended,Unknown,Unknown,2 to 7 Days,1133
E54000054,9-21,Unknown,Other Practice staff,Telephone,Same Day,46
E54000060,10-21,DNA,Other Practice staff,Telephone,1 Day,64
E54000008,4-22,Unknown,Unknown,Unknown,22  to 28 Days,4
E54000057,12-21,Unknown,GP,Video/Online,Same Day,3
E54000057,11-21,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,450
E54000060,12-20,Attended,Unknown,Unknown,22  to 28 Days,465
E54000039,4-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,27
E54000051,8-20,Unknown,GP,Telephone,22  to 28 Days,69
E54000008,5-21,Attended,Other Practice staff,Telephone,Unknown / Data Quality,1
E54000057,1-20,Unknown,GP,Home Visit,22  to 28 Days,1
E54000028,6-21,DNA,GP,Home Visit,Unknown / Data Quality,1
E54000051,7-21,DNA,Other Practice staff,Video/Online,22  to 28 Days,3
E54000025,4-22,Attended,Other Practice staff,Home Visit,2 to 7 Days,28
E54000008,8-21,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,1147
E54000043,4-20,Unknown,Other Practice staff,Telephone,8  to 14 Days,338
E54000030,4-22,Unknown,GP,Unknown,1 Day,32
E54000051,4-21,Attended,Unknown,Unknown,2 to 7 Days,766
E54000015,1-20,Attended,GP,Video/Online,22  to 28 Days,151
E54000050,2-21,Attended,Other Practice staff,Telephone,More than 28 Days,127
E54000048,11-21,Unknown,Other Practice staff,Face-to-Face,Same Day,1088
E54000054,2-22,Attended,Other Practice staff,Home Visit,15  to 21 Days,2
E54000013,3-21,Attended,Other Practice staff,Video/Online,15  to 21 Days,107
E54000057,9-21,DNA,Other Practice staff,Home Visit,More than 28 Days,2
E54000010,2-20,Unknown,Unknown,Unknown,1 Day,1
E54000032,4-22,Attended,GP,Unknown,More than 28 Days,244
E54000057,6-20,Unknown,Unknown,Face-to-Face,Same Day,159
E54000051,5-20,DNA,Other Practice staff,Telephone,1 Day,15
E54000051,4-21,DNA,Other Practice staff,Home Visit,8  to 14 Days,1
E54000025,6-21,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,788
E54000042,4-21,Unknown,GP,Face-to-Face,1 Day,447
E54000048,3-21,Attended,GP,Home Visit,1 Day,25
E54000025,7-20,Unknown,GP,Video/Online,15  to 21 Days,1
E54000008,8-20,Attended,Unknown,Video/Online,Same Day,3
E54000057,6-21,Attended,GP,Telephone,More than 28 Days,481
E54000037,6-20,Unknown,Unknown,Unknown,Same Day,263
E54000060,1-22,Attended,GP,Face-to-Face,15  to 21 Days,708
E54000059,10-20,Unknown,GP,Telephone,Same Day,380
E54000010,2-21,Unknown,GP,Telephone,Unknown / Data Quality,3
E54000037,2-21,Unknown,GP,Telephone,22  to 28 Days,178
E54000051,4-20,Unknown,GP,Video/Online,2 to 7 Days,1
E54000025,4-21,Unknown,GP,Face-to-Face,Same Day,217
E54000032,9-20,DNA,GP,Home Visit,Same Day,93
E54000015,6-21,Attended,Unknown,Home Visit,1 Day,4
E54000023,4-22,Attended,Other Practice staff,Home Visit,Same Day,196
E54000043,10-21,DNA,GP,Telephone,1 Day,70
E54000010,5-22,Attended,Other Practice staff,Home Visit,More than 28 Days,5
E54000059,5-20,DNA,Other Practice staff,Video/Online,Same Day,12
E54000057,9-20,Attended,Unknown,Face-to-Face,Same Day,951
E54000025,2-20,Attended,GP,Unknown,22  to 28 Days,187
E54000053,4-21,Attended,Unknown,Face-to-Face,8  to 14 Days,1
E54000048,12-20,Attended,Other Practice staff,Home Visit,15  to 21 Days,10
E54000052,3-22,Unknown,Other Practice staff,Unknown,15  to 21 Days,3
E54000039,1-22,Unknown,Other Practice staff,Home Visit,Same Day,105
E54000057,1-21,Attended,GP,Home Visit,Same Day,57
E54000055,5-20,Attended,GP,Face-to-Face,More than 28 Days,142
E54000028,5-22,Unknown,Other Practice staff,Telephone,Unknown / Data Quality,18
E54000050,4-22,Attended,Unknown,Home Visit,2 to 7 Days,4
E54000050,10-20,Unknown,GP,Video/Online,15  to 21 Days,1
E54000057,4-22,Attended,GP,Home Visit,1 Day,80
E54000010,9-20,Unknown,Unknown,Unknown,15  to 21 Days,2
E54000039,8-20,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,4
E54000051,5-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,268
